"launch_date","recalls_number","manufacturer_ref","defect","make","model","build_start","build_end"
"20/08/2018","R/2018/211","0013850200     0013860200","The affected vehicles may be equipped with a crankshaft sensor with a software fault.  The crankshaft sensor cannot process the signal values from the crankshaft transmitter due to an improper firmware level.  The firmware does not compensate sufficiently the temperature gradients and the magnetic field strength of the sensor electronic.  If the crankshaft sensor cannot process the signal values from the transmitter  the Digital Diesel Electronic (DDE) will notice that and change to the emergency operation mode. The emergency mode will be displayed by the check control message �engine malfunction�.  The driver may notice a rough running engine and a reduced driving power (70%). However  an engine stalling during driving conditions cannot be excluded.","BMW","X1","16/05/2018","08/06/2018"
"20/08/2018","R/2018/211","0013850200     0013860200","The affected vehicles may be equipped with a crankshaft sensor with a software fault.  The crankshaft sensor cannot process the signal values from the crankshaft transmitter due to an improper firmware level.  The firmware does not compensate sufficiently the temperature gradients and the magnetic field strength of the sensor electronic.  If the crankshaft sensor cannot process the signal values from the transmitter  the Digital Diesel Electronic (DDE) will notice that and change to the emergency operation mode. The emergency mode will be displayed by the check control message �engine malfunction�.  The driver may notice a rough running engine and a reduced driving power (70%). However  an engine stalling during driving conditions cannot be excluded.","BMW","7 SERIES","16/05/2018","06/06/2018"
"20/08/2018","R/2018/211","0013850200     0013860200","The affected vehicles may be equipped with a crankshaft sensor with a software fault.  The crankshaft sensor cannot process the signal values from the crankshaft transmitter due to an improper firmware level.  The firmware does not compensate sufficiently the temperature gradients and the magnetic field strength of the sensor electronic.  If the crankshaft sensor cannot process the signal values from the transmitter  the Digital Diesel Electronic (DDE) will notice that and change to the emergency operation mode. The emergency mode will be displayed by the check control message �engine malfunction�.  The driver may notice a rough running engine and a reduced driving power (70%). However  an engine stalling during driving conditions cannot be excluded.","BMW","5 SERIES","17/05/2018","26/06/2018"
"20/08/2018","R/2018/211","0013850200     0013860200","The affected vehicles may be equipped with a crankshaft sensor with a software fault.  The crankshaft sensor cannot process the signal values from the crankshaft transmitter due to an improper firmware level.  The firmware does not compensate sufficiently the temperature gradients and the magnetic field strength of the sensor electronic.  If the crankshaft sensor cannot process the signal values from the transmitter  the Digital Diesel Electronic (DDE) will notice that and change to the emergency operation mode. The emergency mode will be displayed by the check control message �engine malfunction�.  The driver may notice a rough running engine and a reduced driving power (70%). However  an engine stalling during driving conditions cannot be excluded.","BMW","7 SERIES","17/05/2018","04/06/2018"
"20/08/2018","R/2018/211","0013850200     0013860200","The affected vehicles may be equipped with a crankshaft sensor with a software fault.  The crankshaft sensor cannot process the signal values from the crankshaft transmitter due to an improper firmware level.  The firmware does not compensate sufficiently the temperature gradients and the magnetic field strength of the sensor electronic.  If the crankshaft sensor cannot process the signal values from the transmitter  the Digital Diesel Electronic (DDE) will notice that and change to the emergency operation mode. The emergency mode will be displayed by the check control message �engine malfunction�.  The driver may notice a rough running engine and a reduced driving power (70%). However  an engine stalling during driving conditions cannot be excluded.","BMW","MINI","30/05/2018","13/06/2018"
"20/08/2018","R/2018/211","0013850200     0013860200","The affected vehicles may be equipped with a crankshaft sensor with a software fault.  The crankshaft sensor cannot process the signal values from the crankshaft transmitter due to an improper firmware level.  The firmware does not compensate sufficiently the temperature gradients and the magnetic field strength of the sensor electronic.  If the crankshaft sensor cannot process the signal values from the transmitter  the Digital Diesel Electronic (DDE) will notice that and change to the emergency operation mode. The emergency mode will be displayed by the check control message �engine malfunction�.  The driver may notice a rough running engine and a reduced driving power (70%). However  an engine stalling during driving conditions cannot be excluded.","BMW","MINI Countryman","09/06/2018","19/05/2018"
"20/08/2018","R/2018/211","0013850200     0013860200","The affected vehicles may be equipped with a crankshaft sensor with a software fault.  The crankshaft sensor cannot process the signal values from the crankshaft transmitter due to an improper firmware level.  The firmware does not compensate sufficiently the temperature gradients and the magnetic field strength of the sensor electronic.  If the crankshaft sensor cannot process the signal values from the transmitter  the Digital Diesel Electronic (DDE) will notice that and change to the emergency operation mode. The emergency mode will be displayed by the check control message �engine malfunction�.  The driver may notice a rough running engine and a reduced driving power (70%). However  an engine stalling during driving conditions cannot be excluded.","BMW","MINI","12/06/2018","25/05/2018"
"20/08/2018","R/2018/211","0013850200     0013860200","The affected vehicles may be equipped with a crankshaft sensor with a software fault.  The crankshaft sensor cannot process the signal values from the crankshaft transmitter due to an improper firmware level.  The firmware does not compensate sufficiently the temperature gradients and the magnetic field strength of the sensor electronic.  If the crankshaft sensor cannot process the signal values from the transmitter  the Digital Diesel Electronic (DDE) will notice that and change to the emergency operation mode. The emergency mode will be displayed by the check control message �engine malfunction�.  The driver may notice a rough running engine and a reduced driving power (70%). However  an engine stalling during driving conditions cannot be excluded.","BMW","MINI","31/05/2018","12/06/2018"
"27/06/2018","R/2018/148","0061660400 - BMW","Over time  irregularities in the crimp connection in conjunction with relative movements of the tin coated connector at the end of the wiring harness  which connects to the tin coated blower regulator pin  could lead to frictional corrosion. In combination with very high current flow  which would occur  which could lead to a temperature increase. As a result the blower regulator wiring could be damaged and could lead to partial contact of individual wire strands. this could result in an irregular current flow  further overheating and increase the risk of fire.","BMW","3 SERIES","15/10/2004","08/07/2011"
"27/06/2018","R/2018/148","0061660400 - BMW","Over time  irregularities in the crimp connection in conjunction with relative movements of the tin coated connector at the end of the wiring harness  which connects to the tin coated blower regulator pin  could lead to frictional corrosion. In combination with very high current flow  which would occur  which could lead to a temperature increase. As a result the blower regulator wiring could be damaged and could lead to partial contact of individual wire strands. this could result in an irregular current flow  further overheating and increase the risk of fire.","BMW","3 SERIES","22/04/2005","08/07/2011"
"27/06/2018","R/2018/148","0061660400 - BMW","Over time  irregularities in the crimp connection in conjunction with relative movements of the tin coated connector at the end of the wiring harness  which connects to the tin coated blower regulator pin  could lead to frictional corrosion. In combination with very high current flow  which would occur  which could lead to a temperature increase. As a result the blower regulator wiring could be damaged and could lead to partial contact of individual wire strands. this could result in an irregular current flow  further overheating and increase the risk of fire.","BMW","3 SERIES","28/11/2006","27/05/2011"
"27/06/2018","R/2018/148","0061660400 - BMW","Over time  irregularities in the crimp connection in conjunction with relative movements of the tin coated connector at the end of the wiring harness  which connects to the tin coated blower regulator pin  could lead to frictional corrosion. In combination with very high current flow  which would occur  which could lead to a temperature increase. As a result the blower regulator wiring could be damaged and could lead to partial contact of individual wire strands. this could result in an irregular current flow  further overheating and increase the risk of fire.","BMW","3 SERIES","20/04/2006","27/05/2011"
"01/02/2019","R/2019/018","0012680400","The power steering idler pulley may detach.","BMW","X6","07/08/2007","18/03/2010"
"01/02/2019","R/2019/018","0012680400","The power steering idler pulley may detach.","BMW","X5","13/12/2006","13/01/2013"
"10/09/2013","R/2013/095","001345200","Due to a fault with an internal connection within the Fuel Filter Heater (FFH)  it is possible that during temperatures below freezing  the FFH can remain permanently activated. This will normally cause the FFH to overheat  which will result in the inability to start the vehicle due to a flat battery. This can occur even when the ignition is turned off. However  in extreme cases  it could cause a vehicle fire.","BMW","1 SERIES","01/05/2009","30/11/2009"
"10/09/2013","R/2013/095","001345200","Due to a fault with an internal connection within the Fuel Filter Heater (FFH)  it is possible that during temperatures below freezing  the FFH can remain permanently activated. This will normally cause the FFH to overheat  which will result in the inability to start the vehicle due to a flat battery. This can occur even when the ignition is turned off. However  in extreme cases  it could cause a vehicle fire.","BMW","5 SERIES","01/05/2009","30/11/2009"
"10/09/2013","R/2013/095","001345200","Due to a fault with an internal connection within the Fuel Filter Heater (FFH)  it is possible that during temperatures below freezing  the FFH can remain permanently activated. This will normally cause the FFH to overheat  which will result in the inability to start the vehicle due to a flat battery. This can occur even when the ignition is turned off. However  in extreme cases  it could cause a vehicle fire.","BMW","X6","01/05/2009","30/11/2009"
"10/09/2013","R/2013/095","001345200","Due to a fault with an internal connection within the Fuel Filter Heater (FFH)  it is possible that during temperatures below freezing  the FFH can remain permanently activated. This will normally cause the FFH to overheat  which will result in the inability to start the vehicle due to a flat battery. This can occur even when the ignition is turned off. However  in extreme cases  it could cause a vehicle fire.","BMW","X3","01/05/2009","30/11/2009"
"10/09/2013","R/2013/095","001345200","Due to a fault with an internal connection within the Fuel Filter Heater (FFH)  it is possible that during temperatures below freezing  the FFH can remain permanently activated. This will normally cause the FFH to overheat  which will result in the inability to start the vehicle due to a flat battery. This can occur even when the ignition is turned off. However  in extreme cases  it could cause a vehicle fire.","BMW","X5","01/05/2009","30/11/2009"
"10/09/2013","R/2013/095","001345200","Due to a fault with an internal connection within the Fuel Filter Heater (FFH)  it is possible that during temperatures below freezing  the FFH can remain permanently activated. This will normally cause the FFH to overheat  which will result in the inability to start the vehicle due to a flat battery. This can occur even when the ignition is turned off. However  in extreme cases  it could cause a vehicle fire.","BMW","7 SERIES","01/05/2009","30/11/2009"
"21/01/2019","R/2019/012","0026400100","The flange of the propshaft may become detached.","BMW","M4","09/03/2016","30/09/2016"
"21/01/2019","R/2019/012","0026400100","The flange of the propshaft may become detached.","BMW","M3","29/06/2016","30/09/2016"
"21/01/2019","R/2019/012","0026400100","The flange of the propshaft may become detached.","BMW","M4","29/06/2016","30/09/2016"
"16/01/2015","R/2014/184","SRV1501","On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.","MERCEDES BENZ","VITO","01/02/2014","30/11/2014"
"16/01/2015","R/2014/184","SRV1501","On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.","MERCEDES BENZ","VIANO","01/02/2014","30/11/2014"
"16/01/2015","R/2014/184","SRV1501","On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.","MERCEDES BENZ","V CLASS","01/02/2014","30/11/2014"
"16/01/2015","R/2014/184","SRV1501","On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.","MERCEDES BENZ","V CLASS","01/02/2014","30/11/2014"
"16/01/2015","R/2014/184","SRV1501","On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.","MERCEDES BENZ","VIANO","01/02/2014","30/11/2014"
"16/01/2015","R/2014/184","SRV1501","On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.","MERCEDES BENZ","VITO","01/02/2014","30/11/2014"
"25/05/2018","R/2018/097","SRPC1811","The front seat belt webbing may jam in the belt guide loop. This may affect the operation of the belt. As a result the risk of injury may possibly be increased in the event of a collision.","MERCEDES-BENZ CARS UK LTD","AMG GT ROADSTER","01/09/2016","31/12/2017"
"14/07/2004","R/2004/131","","Due to a hardware fault within the digital engine electronic control unit  the possibility exists that the unit could fail completely  resulting in loss of engine power.","BMW","5 SERIES","12/05/2004","06/07/2004"
"14/07/2004","R/2004/131","","Due to a hardware fault within the digital engine electronic control unit  the possibility exists that the unit could fail completely  resulting in loss of engine power.","BMW","6 SERIES","12/05/2004","06/07/2004"
"14/07/2004","R/2004/131","","Due to a hardware fault within the digital engine electronic control unit  the possibility exists that the unit could fail completely  resulting in loss of engine power.","BMW","X5","12/05/2004","06/07/2004"
"14/07/2004","R/2004/131","","Due to a hardware fault within the digital engine electronic control unit  the possibility exists that the unit could fail completely  resulting in loss of engine power.","BMW","7 SERIES","12/05/2004","06/07/2004"
"22/02/2019","R/2018/354","SRPC1848","The rear spoiler could detach from the vehicle completely.   ","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2018","31/10/2018"
"22/02/2019","R/2018/354","SRPC1848","The rear spoiler could detach from the vehicle completely.   ","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2018","31/10/2018"
"30/07/2015","R/2015/149","SRPC1509","The threaded connections to the rear of the front seats may not have been tightened correctly. In the case of a serious vehicle accident  the seat connection may not function as designed resulting in an elevated risk of injury to the occupants.","MERCEDES BENZ","C CLASS","02/06/2014","02/06/2014"
"30/07/2015","R/2015/149","SRPC1509","The threaded connections to the rear of the front seats may not have been tightened correctly. In the case of a serious vehicle accident  the seat connection may not function as designed resulting in an elevated risk of injury to the occupants.","MERCEDES BENZ","E CLASS","02/06/2014","02/06/2014"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","1 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","3 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","3 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","1 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","5 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","X5","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","Z4","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","7 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","X5","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","X1","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","5 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","6 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","X1","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","7 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","6 SERIES","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","X3","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","X3","01/09/2009","30/11/2011"
"28/07/2014","R/2014/068","0011280300& 0011360300","The screws retaining the variable camshaft timing (VANOS) housing may loosen and under certain circumstances the heads may break off. This can lead to the VANOS leaking oil internally and adversely affect the valve timing adjustment. If found to deviating from targeted data the engine emergency mode will be activated. This will be indicated by a distinct change in engine running.  The orange engine management warning lamp and a check message; On vehicles with N51/N52 engines  this will appear at ignition recycle  on N55 engine it will display immediately.","BMW","Z4","01/09/2009","30/11/2011"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"14/01/2019","R/2018/327","SRPC1846","Fuel hose might be incorrectly routed with a possibility of chaffing and leakage.","MERCEDES-BENZ CARS UK LTD","E-CLASS","01/10/2015","30/11/2017"
"18/07/2017","R/2017/214","SRPC1724","Under certain conditions the oil feed pipe to the turbocharger may leak.Oil may contact hot components and there is a risk of fire.","MERCEDES BENZ","S CLASS","01/10/2016","31/05/2017"
"18/07/2017","R/2017/214","SRPC1724","Under certain conditions the oil feed pipe to the turbocharger may leak.Oil may contact hot components and there is a risk of fire.","MERCEDES BENZ","E-CLASS","01/10/2016","31/05/2017"
"22/12/2006","R/2006/199","","The control cam of the steering lock may break. This is most likely to occur as the vehicle is started or parked. However  the possibility of this occurring whilst the vehicle is in motion cannot be ruled out. In this event the steering lock could engage with the effect that it would no longer be possible to steer the vehicle.","BMW","3 SERIES","01/11/1995","01/11/1996"
"09/04/2018","R/2018/105","TI47.00M10174A","The rigid fuel return pipe may break at the fuel pump module due to engine vibrations. This will allow fuel to leak onto the road surface which will be a hazard to other road users. Fuel may also leak onto hot engine parts with a risk of fire.","MERCEDES BENZ BUS","CITARO EURO 6","01/12/2013","31/12/2015"
"23/10/2018","R/2018/238","SRL1803","The connection between the fuel tanks and the connecting pipe can slip and can result in all fuel leaking out.","MERCEDES-BENZ TRUCKS UK LTD","ATEGO 967","23/01/2017","23/01/2018"
"24/08/2011","R/2011/068","C254","In certain arduous operating conditions it is possible that the air conditioning fan relay could overload and in the worst case could catch fire.","MERCEDES BENZ","VIANO","01/01/2007","31/12/2010"
"24/08/2011","R/2011/068","C254","In certain arduous operating conditions it is possible that the air conditioning fan relay could overload and in the worst case could catch fire.","MERCEDES BENZ","VITO","01/01/2007","31/12/2010"
"03/04/2002","R/2002/038","0C684","The gearbox may incorrectly shift into a lower gear during normal driving.","FORD","TRANSIT","01/11/2001","05/03/2002"
"08/08/2000","R/2000/062","1825","Due to a short circuit  there is a possibility that the heater blower motor regulator may overheat  Charring and smouldering may occur if ignored.","MERCEDES BENZ","S CLASS","01/01/2000","31/05/2000"
"05/07/2013","R/2013/080","0021130100","It is possible that over a period of time the bolt securing the clutch cover/pressure plate may become loose. The drive should be warned of this by the behaviour of the clutch  noise from it or inability to select gears. Under certain conditions complete loss of drive could occur  which could place the driver and occupant of the vehicle in a prone position.","BMW","Z4","01/02/2013","30/06/2013"
"05/07/2013","R/2013/080","0021130100","It is possible that over a period of time the bolt securing the clutch cover/pressure plate may become loose. The drive should be warned of this by the behaviour of the clutch  noise from it or inability to select gears. Under certain conditions complete loss of drive could occur  which could place the driver and occupant of the vehicle in a prone position.","BMW","X1","01/02/2013","30/06/2013"
"05/07/2013","R/2013/080","0021130100","It is possible that over a period of time the bolt securing the clutch cover/pressure plate may become loose. The drive should be warned of this by the behaviour of the clutch  noise from it or inability to select gears. Under certain conditions complete loss of drive could occur  which could place the driver and occupant of the vehicle in a prone position.","BMW","3 SERIES","01/02/2013","30/06/2013"
"05/07/2013","R/2013/080","0021130100","It is possible that over a period of time the bolt securing the clutch cover/pressure plate may become loose. The drive should be warned of this by the behaviour of the clutch  noise from it or inability to select gears. Under certain conditions complete loss of drive could occur  which could place the driver and occupant of the vehicle in a prone position.","BMW","1 SERIES","01/02/2013","30/06/2013"
"30/05/2000","R/2000/042","0C653","Corrosion of the rear brake pressure limiting valve may allow brake fluid to leak from a joint.","FORD","MONDEO","02/01/1996","07/08/1998"
"12/11/2019","R/2019/373","SRV1916","Incorrect operation of automatic gearbox may allow vehicle to roll away.","MERCEDES-BENZ VANS UK LTD","CITAN","30/05/2016","15/04/2019"
"12/11/2019","R/2019/373","SRV1916","Incorrect operation of automatic gearbox may allow vehicle to roll away.","MERCEDES-BENZ VANS UK LTD","CITAN","30/05/2016","15/04/2019"
"11/12/2012","R/2012/149","0051860200","It is possible side and rear windows made out of Makrolon (Synthetic Polycarbon Laminate) may become loose due to insufficient adhesion fixing them in place. This will result in a visual and audible warning of the issue to vehicle occupants. If these warnings are ignored it is possible a window could detach from the vehicle.","BMW","3 SERIES","30/04/2010","15/06/2011"
"11/12/2012","R/2012/149","0051860200","It is possible side and rear windows made out of Makrolon (Synthetic Polycarbon Laminate) may become loose due to insufficient adhesion fixing them in place. This will result in a visual and audible warning of the issue to vehicle occupants. If these warnings are ignored it is possible a window could detach from the vehicle.","BMW","3 SERIES","01/06/2006","30/11/2012"
"11/12/2012","R/2012/149","0051860200","It is possible side and rear windows made out of Makrolon (Synthetic Polycarbon Laminate) may become loose due to insufficient adhesion fixing them in place. This will result in a visual and audible warning of the issue to vehicle occupants. If these warnings are ignored it is possible a window could detach from the vehicle.","BMW","3 SERIES","01/06/2006","30/11/2012"
"11/12/2012","R/2012/149","0051860200","It is possible side and rear windows made out of Makrolon (Synthetic Polycarbon Laminate) may become loose due to insufficient adhesion fixing them in place. This will result in a visual and audible warning of the issue to vehicle occupants. If these warnings are ignored it is possible a window could detach from the vehicle.","BMW","3 SERIES","01/06/2006","30/11/2012"
"11/12/2012","R/2012/149","0051860200","It is possible side and rear windows made out of Makrolon (Synthetic Polycarbon Laminate) may become loose due to insufficient adhesion fixing them in place. This will result in a visual and audible warning of the issue to vehicle occupants. If these warnings are ignored it is possible a window could detach from the vehicle.","BMW","3 SERIES","01/06/2006","30/11/2012"
"11/12/2012","R/2012/149","0051860200","It is possible side and rear windows made out of Makrolon (Synthetic Polycarbon Laminate) may become loose due to insufficient adhesion fixing them in place. This will result in a visual and audible warning of the issue to vehicle occupants. If these warnings are ignored it is possible a window could detach from the vehicle.","BMW","3 SERIES","01/06/2006","30/11/2012"
